species,spp10,spp2,dir_species,image,subset
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,b9e89b97-423b-45b0-8b44-85b33ca56220.jpg,validation
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,bc370c88-7218-4cf5-9925-9163822274ad.jpg,validation
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,bf785bed-99e8-4433-b1b1-8bee2cccbd1e.jpg,validation
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,c4406f51-133b-4e95-b7c4-1933adfbdb65.jpg,validation
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,c6705998-dcb4-4905-bbec-12a5f3a61d80.jpg,validation
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,c81470b1-3c7f-4a43-b75e-01e63da0a8a4.jpg,validation
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,d2bb9a86-5cf9-48be-aa62-326c84edbb81.jpg,validation
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,d589268e-662c-441d-96b6-d2f981f18df5.jpg,validation
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,d9248e16-e3ca-4e89-bf40-194caf9a9b7b.jpg,validation
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,e498273c-87b3-409f-9b72-9f84f5593db7.jpg,test
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,ecb136c4-8f2c-4539-ae47-e85ef4a72cb0.jpg,test
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,ed5eede5-68e7-4bb2-a1f0-ee9a1f8ab6fa.jpg,test
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,f001b8d4-67f6-4587-92aa-384290632904.jpg,test
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,f0f952ca-fc65-4478-99cd-67e2c0577720.jpg,test
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,f40f210a-b047-4d06-bf23-cf47615dc2f7.jpg,test
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,f57f6b42-8ff2-4028-90ec-0f1139140fa5.jpg,test
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,fb6ded43-25d4-4684-b9a1-0e9371f4ec53.jpg,test
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,fcaf8c49-809d-479e-ae56-a22dfb926b92.jpg,test
09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,TRUE,TRUE,/courses/EDS232/inaturalist-2021/train_mini/09629_Plantae_Tracheophyta_Magnoliopsida_Saxifragales_Grossulariaceae_Ribes_cynosbati,fecc6915-4728-49d0-94da-905cae96b6a7.jpg,test
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,02124b46-fccb-4a79-ad34-81978922774a.jpg,train
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,02809168-06cd-4e70-8790-11dde1e13f36.jpg,train
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,0294f2ae-ac08-4fac-9ee7-992b01c7ed3e.jpg,train
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,0accdb56-34f8-4f8b-b430-b17b82f1d9aa.jpg,train
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,19a2f72b-c4e3-4126-9d27-1736a38d8844.jpg,train
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,1c61165d-159b-49c3-9a0b-d8a91603a2e0.jpg,train
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,26dd2501-3741-47f5-a040-bb8375a73649.jpg,train
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,305dc179-f904-4201-b60b-15d1e8f9051b.jpg,train
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,379c9b1e-daee-40a6-bb96-f0dbab344d32.jpg,train
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,49220d7d-b7b2-4499-b990-0466d8175271.jpg,train
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,54d94da3-5134-4767-a0d3-c13c7bb4897c.jpg,train
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,5c3cc7e1-ad62-4b49-abb6-a46300f09d6d.jpg,train
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,6b1a3735-a9a4-410c-8d21-12ffa25017fb.jpg,train
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,70bc05d7-7737-4e1f-a352-913820b9bbc9.jpg,train
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,78fd1f93-d4fc-4915-9af3-6710df38bac1.jpg,train
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,799c1bb2-1878-4705-b969-325aab4031b9.jpg,train
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,809844ad-7adb-457c-a423-cbd82ab0d8f4.jpg,train
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,88436a52-50fc-4861-9e56-bb8c42d157a7.jpg,train
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,8a85fb88-a059-4abc-8f26-85be3b80b90c.jpg,train
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,94906662-f56d-483a-a0bb-a9caeb7ebaa7.jpg,train
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,a8e4a28f-535b-461c-a75a-ee83e8c5d3ab.jpg,train
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,ad072a29-c429-43c1-954e-86f9d6dba441.jpg,train
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,af9503df-a062-4de2-bcfe-0d2d9b573e53.jpg,train
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,b21a016b-7eea-47c6-bca5-cf4543e45486.jpg,train
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,b3ded246-ca8a-4b40-a51d-2c4e001b8d22.jpg,train
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,b4471442-f76c-47d5-b477-54d71d4bc0df.jpg,train
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,b47ac17c-3e77-4a99-9ece-8fa5da1e36df.jpg,train
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,b7dedac9-1b48-4fe3-ae0b-81152a4baaca.jpg,train
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,b97ab93d-9804-4ccc-b6d9-a6476c42bf1c.jpg,train
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,b9dc144c-c17e-4b5f-8719-133a9aadcb60.jpg,train
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,bb3bf1f9-d693-4c7a-9f77-af90fcfcc94c.jpg,validation
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,bb9c8308-f6b7-4e29-ae78-af0266fa81fe.jpg,validation
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,bfc716de-d93e-4880-9df8-7da4795340f2.jpg,validation
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,c1f15eb6-e798-49f8-88ef-e2644abd446e.jpg,validation
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,c2b8f1f7-007b-45aa-8c00-af42867ce6a1.jpg,validation
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,cb442bac-b0a7-402e-a9b9-6bc0812c3d86.jpg,validation
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,ce2f127c-dad6-4c6e-b17b-26e75a0a4c53.jpg,validation
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,d6012154-ab16-45b8-809b-7635e5e2cbf4.jpg,validation
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,d761a672-a3de-45b0-a184-2514573623fc.jpg,validation
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,d8b6f3d5-a1da-441b-8ef7-c07df3adb647.jpg,validation
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,dd3f7491-ab60-4fcf-8432-25791b8501c8.jpg,test
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,df63f4c1-659b-47d7-b449-afbe79d523c3.jpg,test
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,e05834e2-3b5e-44dd-b1a3-445c738472b7.jpg,test
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,ed689727-59cd-4e2d-8681-043202981e4c.jpg,test
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,ed8ce5d8-27ab-4621-a5aa-6e5edb14d2bc.jpg,test
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,ee6285a4-ab3a-49df-9d5b-c0c0577e9ded.jpg,test
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,ef95b037-bbfe-4620-ac65-1b815dcc05ce.jpg,test
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,f59387b8-f8a3-4240-a5ea-efa4a883c5cb.jpg,test
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,fb9d03fa-64c9-4720-af61-49361e5669f0.jpg,test
03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/03923_Animalia_Chordata_Aves_Passeriformes_Meliphagidae_Acanthorhynchus_tenuirostris,fe9bb26c-b718-4d43-b0d2-e55e6bae59d5.jpg,test
01313_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Synchlora_frondaria,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/01313_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Synchlora_frondaria,003fc6ee-d57e-457a-937d-25dc0337b22e.jpg,train
01313_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Synchlora_frondaria,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/01313_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Synchlora_frondaria,02616e7e-7877-4d86-af18-b151b5d9e525.jpg,train
01313_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Synchlora_frondaria,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/01313_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Synchlora_frondaria,06b046f6-b575-4dc9-a105-e64ff0e545fb.jpg,train
01313_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Synchlora_frondaria,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/01313_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Synchlora_frondaria,0b517b58-6f9d-418a-b82e-a46128c85484.jpg,train
01313_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Synchlora_frondaria,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/01313_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Synchlora_frondaria,10d39670-24a7-4d9b-84cb-df03825deca3.jpg,train
01313_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Synchlora_frondaria,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/01313_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Synchlora_frondaria,120d5715-0937-4b85-8a5a-f9e216dc8113.jpg,train
01313_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Synchlora_frondaria,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/01313_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Synchlora_frondaria,177ee128-be08-419d-a814-04845baceb0a.jpg,train
01313_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Synchlora_frondaria,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/01313_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Synchlora_frondaria,178dc478-56ac-4cbe-a162-1398417df0e5.jpg,train
01313_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Synchlora_frondaria,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/01313_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Synchlora_frondaria,17e34903-5b8f-46c4-a3b2-ad71bb7f2eff.jpg,train
01313_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Synchlora_frondaria,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/01313_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Synchlora_frondaria,1bf61d61-811f-4d64-b9db-d38dc72d945f.jpg,train
01313_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Synchlora_frondaria,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/01313_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Synchlora_frondaria,21f63ff7-3c8b-4093-834e-35df0d90a507.jpg,train
01313_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Synchlora_frondaria,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/01313_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Synchlora_frondaria,281b00a5-f4ee-4669-b638-b58728677fb4.jpg,train
01313_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Synchlora_frondaria,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/01313_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Synchlora_frondaria,2930af05-fcaf-4513-aaae-07eafe06b710.jpg,train
01313_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Synchlora_frondaria,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/01313_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Synchlora_frondaria,2b1c0875-c3f8-4cb3-8e03-f3d192a0ab27.jpg,train
01313_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Synchlora_frondaria,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/01313_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Synchlora_frondaria,330b3270-0611-43e6-a301-146d26e9d857.jpg,train
01313_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Synchlora_frondaria,TRUE,FALSE,/courses/EDS232/inaturalist-2021/train_mini/01313_Animalia_Arthropoda_Insecta_Lepidoptera_Geometridae_Synchlora_frondaria,3551a466-7326-4c1c-a7c1-f93e0a18e84f.jpg,train
